image_name,eval_file,B0_psnr,B0_ssim,B0_lpips,B1_psnr,B1_ssim,B1_lpips,A1_psnr,A1_ssim,A1_lpips,A1_minus_B0_psnr,A1_minus_B0_ssim,A1_minus_B0_lpips,A1_minus_B1_psnr,A1_minus_B1_ssim,A1_minus_B1_lpips
1extra000.JPG,test_step9999_0000.png,25.349109649658203,0.8316808938980103,0.17531821131706238,25.881851196289062,0.8411051630973816,0.1782321035861969,25.681196212768555,0.8417367339134216,0.17707273364067078,0.33208656311035156,0.010055840015411377,0.0017545223236083984,-0.2006549835205078,0.0006315708160400391,-0.001159369945526123
1extra001.JPG,test_step9999_0001.png,25.25065803527832,0.8257972002029419,0.19311916828155518,25.101064682006836,0.8236374855041504,0.18854472041130066,25.309816360473633,0.8277660012245178,0.18388967216014862,0.0591583251953125,0.0019688010215759277,-0.009229496121406555,0.20875167846679688,0.004128515720367432,-0.004655048251152039
1extra002.JPG,test_step9999_0002.png,22.189973831176758,0.7678003311157227,0.2274697721004486,21.60325050354004,0.7557249069213867,0.23640534281730652,22.007783889770508,0.7650018930435181,0.22314873337745667,-0.18218994140625,-0.00279843807220459,-0.004321038722991943,0.40453338623046875,0.009276986122131348,-0.013256609439849854
1extra003.JPG,test_step9999_0003.png,22.020898818969727,0.712028443813324,0.2487238347530365,21.88679313659668,0.7082071900367737,0.2555651366710663,22.1023006439209,0.7152382731437683,0.24676531553268433,0.08140182495117188,0.003209829330444336,-0.001958519220352173,0.21550750732421875,0.007031083106994629,-0.008799821138381958
1extra004.JPG,test_step9999_0004.png,25.40103530883789,0.8392245769500732,0.12968957424163818,24.607513427734375,0.8336118459701538,0.13482458889484406,25.310869216918945,0.8402042388916016,0.1262761503458023,-0.09016609191894531,0.0009796619415283203,-0.0034134238958358765,0.7033557891845703,0.006592392921447754,-0.008548438549041748
1extra005.JPG,test_step9999_0005.png,25.182443618774414,0.8111439943313599,0.12788882851600647,25.03431510925293,0.8049471378326416,0.12943008542060852,25.03685760498047,0.8088065385818481,0.1233893632888794,-0.1455860137939453,-0.0023374557495117188,-0.004499465227127075,0.0025424957275390625,0.003859400749206543,-0.006040722131729126
1extra006.JPG,test_step9999_0006.png,23.95718765258789,0.770220160484314,0.188262477517128,23.806259155273438,0.7645699977874756,0.19378060102462769,24.124908447265625,0.7707094550132751,0.18647748231887817,0.16772079467773438,0.0004892945289611816,-0.001784995198249817,0.3186492919921875,0.0061394572257995605,-0.007303118705749512
1extra007.JPG,test_step9999_0007.png,23.255151748657227,0.7385669350624084,0.18251550197601318,22.936492919921875,0.733414888381958,0.18827761709690094,23.16399383544922,0.7381409406661987,0.1752595454454422,-0.09115791320800781,-0.0004259943962097168,-0.007255956530570984,0.22750091552734375,0.004726052284240723,-0.01301807165145874
1extra008.JPG,test_step9999_0008.png,24.2574520111084,0.783254861831665,0.16604554653167725,24.1249942779541,0.7810578942298889,0.16870665550231934,24.240516662597656,0.7846914529800415,0.16470877826213837,-0.016935348510742188,0.0014365911483764648,-0.0013367682695388794,0.11552238464355469,0.003633558750152588,-0.003997877240180969
1extra009.JPG,test_step9999_0009.png,24.815093994140625,0.8503881096839905,0.12429733574390411,24.841917037963867,0.8476825952529907,0.1259300261735916,24.85542869567871,0.8501905798912048,0.12620815634727478,0.04033470153808594,-0.00019752979278564453,0.0019108206033706665,0.01351165771484375,0.0025079846382141113,0.0002781301736831665
